timestamp,category,app_id,game_name,ccu
2026-02-10T03:27:31.276836+00:00,war_politics_adjacent,107410,Arma 3,5604
2026-02-10T03:27:31.276836+00:00,war_politics_adjacent,394360,Hearts of Iron IV,24202
2026-02-10T03:27:31.276836+00:00,control,413150,Stardew Valley,59110
2026-02-10T03:27:31.276836+00:00,control,105600,Terraria,106632
2026-02-10T03:27:31.276836+00:00,control,1145360,Hades,3132
2026-02-10T03:27:31.276836+00:00,control,1086940,Baldur's Gate 3,56674
2026-02-10T03:27:31.276836+00:00,new_releases_hype,1808500,ARC Raiders,220813
2026-02-10T03:27:31.276836+00:00,new_releases_hype,2767030,Marvel Rivals,113854
2026-02-10T05:16:27.766267+00:00,giants,730,CS2,575519
2026-02-10T05:16:27.766267+00:00,giants,570,Dota 2,458983
2026-02-10T05:16:27.766267+00:00,giants,578080,PUBG,175020
2026-02-10T05:16:27.766267+00:00,giants,1172470,Apex Legends,57322
